short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,density_index,intensity_index,I_wcm2,ne_cm3,log10_I_grid_wcm2,log10_ne_grid_cm3,Wpi_grid_cm3_fs,Wav_grid_cm3_fs,Wtotal_grid_cm3_fs,log10_Wtotal_grid_cm3_fs
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,10,104811313415.46873,10000000000.0,11.020408163265307,10.0,51.65627442676466,0.0004731446382314358,51.65674757140289,1.7131270585105642
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,11,132571136559.0111,10000000000.0,11.122448979591837,10.0,211.48180634868845,0.0005984594639941433,211.48240480815244,2.3252742402093958
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,12,167683293681.101,10000000000.0,11.224489795918368,10.0,865.7605057729065,0.0007569645751094162,865.7612627374817,2.9373981500198507
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,13,212095088792.01926,10000000000.0,11.326530612244898,10.0,3543.975242690672,0.0009574505918017974,3543.9762001412637,3.549490796685096
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,14,268269579527.97272,10000000000.0,11.428571428571429,10.0,14505.853390063028,0.0012110363759216935,14505.854601099405,4.161543320012762
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,15,339322177189.53296,10000000000.0,11.53061224489796,10.0,59366.9691547345,0.0015317856778860855,59366.97068652018,4.773544888782998
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,16,429193426012.8778,10000000000.0,11.63265306122449,10.0,242930.41912069664,0.0019374871057784408,242930.42105818374,5.385481902909076
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,17,542867543932.3859,10000000000.0,11.73469387755102,10.0,993887.3497841385,0.002450640673333729,993887.3522347792,5.997337163999758
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,18,686648845004.2998,10000000000.0,11.83673469387755,10.0,4065265.119178908,0.003099705640303942,4065265.122278614,6.609088874010776
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,19,868511373751.352,10000000000.0,11.938775510204081,10.0,16623111.209281912,0.003920678849854227,16623111.21320259,7.220712310439251
NaCl_NIR,"NaCl, 0.8 $\mu$m",NaCl,NIR,1,0.8,100.0,0.3922889852754974,,3685308967910.6084,1.5355957101938091,,8.5,1.0,0.9553815824783185,surface3d,0,20,1098541141987.5573,10000000000.0,12.040816326530612,10.0,67946671.03923129,0.004959091096852339,67946671.04419038,7.832168183915397
