short,name,material,region,mat_flag,wavelength_um,tau_fs,F0_jcm2,reference_I0_wcm2,I0_wcm2,n0,n2_m2_per_w,Eg_eV,mred_over_me,transmission_factor,dataset,point_index,I_wcm2,gamma_nacl_reference,Wpi_peak_cm3_fs,Wav_peak_cm3_fs,Wtotal_peak_cm3_fs,ne_max_cm3
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,20,1098541141987.5573,0.856838766926402,2.532455510617786e-15,3.747915565228394e-45,2.532455510617786e-15,7.816708408414375e-13
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,21,1389495494373.136,0.761866187274084,6.875586668495079e-12,3.3673249826667547e-38,6.875586668495079e-12,2.0854816351165453e-09
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,22,1757510624854.7966,0.6774204316100992,6.959283695579887e-09,5.806373292621888e-32,6.959283695579887e-09,2.454397135226907e-06
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,23,2222996482526.191,0.6023346997518408,7.4133414742774805e-06,7.532086490991724e-26,7.4133414742774805e-06,0.002491142710984194
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,24,2811768697974.237,0.5355715204261191,0.0029709132810199265,2.0704590849520666e-20,0.0029709132810199265,1.166840289751316
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,25,3556480306223.121,0.476208416366717,0.979154376220331,2.3703047489846857e-15,0.9791543762203322,352.61283264178417
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,26,4498432668969.453,0.4234251583020434,184.29559701939453,1.2429956005182633e-10,184.29559701943384,71916.19283974287
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,27,5689866029018.305,0.3764924317193183,17560.635750497564,1.532835976160411e-06,17560.635751173286,7148707.108973859
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,28,7196856730011.528,0.33476175981213896,1267766.377801141,0.011319849652025255,1267766.3814199339,548419742.7515681
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,29,9102981779915.227,0.29765654337526476,50644929.2408962,27.95694247659291,50644942.88897645,24411830889.499847
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,30,11513953993264.48,0.2646640938434276,1699230329.9450176,42839.09439018279,1699244209.4254847,854130556587.37
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,31,14563484775012.443,0.2353285493934266,37304489877.137115,28828045.704873268,37318681725.4048,19854315601516.48
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,32,18420699693267.164,0.2092445762301869,622299205013.7302,11726292647.3625,627980632601.5327,367192785161973.3
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,33,23299518105153.72,0.1860517680264658,8197120160056.359,5913234852705.824,9400442999675.639,1.3579957755499528e+16
NaCl_LWIR,"NaCl, 9.2 $\mu$m",NaCl,LWIR,1,9.2,2000.0,2.63,,1235360021490.0415,1.4997611259883368,,8.5,1.0,0.9600305729511427,component_scaling,34,29470517025518.098,0.16542966613239285,83565211814139.95,3.093292618824902e+20,3.093293364515002e+20,3.1026700915839796e+23
